Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.429704737,-0.224235872,sp|P25087|ERG6_YEAST,sp|P25087|ERG6_YEAST,P25087,Color [DarkGray],1,4,,"catalytic activity;C-methyltransferase activity;methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity;sterol 24-C-methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups",cell part;cytoplasmic part;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;lipid particle;membrane-bounded organelle;organelle,alcohol metabolic process;biosynthetic process;cellular metabolic process;cellular process;lipid metabolic process;metabolic process;primary metabolic process;small molecule metabolic process,ERG6_YEAST,23,23,23,68.4,68.4,68.4,43.43,0,323.31,6348000000,316,0.3004563,-0.4096993,-0.4005659,0.5764762,0.2286512,0.5850942,0.2585262,0.1722492,0.2476483,0.2679341,0.2950747,0.1368788
,0.569629823,0.344154644,sp|P28777|AROC_YEAST,sp|P28777|AROC_YEAST,P28777,Color [DarkGray],1,4,,"carbon-oxygen lyase activity;carbon-oxygen lyase activity, acting on phosphates;catalytic activity;chorismate synthase activity;flavin reductase activity;lyase activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH group of donors;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",cell part;cytoplasm;intracellular part,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,AROC_YEAST,23,23,23,77.4,77.4,77.4,40.838,0,323.31,3946300000,226,0.08656751,0.0731611,-0.5149992,-0.1542633,0.392909,-0.1113697,-0.292516,-0.3788545,-0.3760552,-0.3688122,-0.3994155,-0.002310022
,0.368581764,0.127127558,sp|P32451|BIOB_YEAST,sp|P32451|BIOB_YEAST,P32451,Color [DarkGray],1,4,,"2 iron, 2 sulfur cluster binding;4 iron, 4 sulfur cluster binding;binding;biotin synthase activity;catalytic activity;cation binding;ion binding;iron-sulfur cluster binding;metal cluster binding;metal ion binding;radical SAM enzyme activity;sulfurtransferase activity;transferase activity;transferase activity, transferring sulfur-containing groups",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,biosynthetic process;cellular amide metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;small molecule metabolic process;sulfur compound metabolic process;vitamin metabolic process,BIOB_YEAST,23,23,23,72.8,72.8,72.8,41.884,0,254.22,3513600000,164,-0.6442797,-0.7308071,-0.4537339,-0.3034683,-0.2898822,-0.2963398,-0.5136095,-0.588259,-0.791022,-0.5897418,-0.464647,-1.026708
,0.384022191,0.218966375,sp|P32468|CDC12_YEAST,sp|P32468|CDC12_YEAST,P32468,Color [DarkGray],1,4,,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;lipid binding;nucleoside-triphosphatase activity;nucleotide binding;phosphatidylinositol binding;phosphatidylinositol-4-phosphate binding;phosphatidylinositol-5-phosphate binding;phospholipid binding;protein binding;protein complex scaffold;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;structural molecule activity",cell cortex part;cell division site part;cell part;cell projection;cellular bud neck septin ring;cellular bud neck septin structure;cleavage apparatus septin structure;cytoplasmic part;cytoskeletal part;cytoskeleton;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;mating projection;membrane;non-membrane-bounded organelle;organelle;organelle part;protein complex;septin complex;septin cytoskeleton;septin filament array;septin ring,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular process;cytokinesis;establishment or maintenance of cell polarity;macromolecular complex assembly;metabolic process;protein complex assembly;regulation of protein modification process,CDC12_YEAST,23,23,23,65.8,65.8,65.8,46.667,0,299.08,2959700000,173,-0.2217469,-0.1803579,-0.8725576,-0.3219412,-0.4117692,-0.7621124,-0.622491,-0.498511,-1.001304,-0.2263727,-0.5391781,-1.467684
,0.142525831,-0.121172331,sp|P33775|PMT1_YEAST,sp|P33775|PMT1_YEAST,P33775,Color [DarkGray],1,4,,"catalytic activity;dolichyl-phosphate-mannose-protein mannosyltransferase activity;mannosyltransferase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups",cell part;integral to membrane;intrinsic to membrane;membrane part,carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular process;establishment of localization;macromolecule metabolic process;macromolecule modification;metabolic process;primary metabolic process;protein glycosylation;protein metabolic process;protein modification process;protein transport;proteolysis;proteolysis involved in cellular protein catabolic process;response to chemical stimulus;response to stimulus;response to stress;transport,PMT1_YEAST,23,23,23,32.8,32.8,32.8,92.674,0,316.04,2354200000,200,-0.7559088,-0.06447165,-0.5524612,-1.545989,0.2316539,-0.282006,-0.05103583,-0.04416746,-0.3266712,-0.09138077,-0.3354922,0.2832345
,0.211418162,-0.255695005,sp|P35191|MDJ1_YEAST,sp|P35191|MDJ1_YEAST,P35191,Color [DarkGray],1,4,,adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activator activity;ATPase regulator activity;binding;cation binding;enzyme activator activity;enzyme regulator activity;ion binding;metal ion binding;nucleoside-triphosphatase regulator activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;unfolded protein binding,cell part;cytoplasmic part;extrinsic to membrane;extrinsic to mitochondrial inner membrane;extrinsic to organelle membrane;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial membrane part;mitochondrial part;organelle lumen;organelle part,biological regulation;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;mitochondrion organization;organelle organization;primary metabolic process;protein folding;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process;response to abiotic stimulus;response to heat;response to stimulus;response to stress,MDJ1_YEAST,23,23,23,50.1,50.1,50.1,55.56,0,207.2,2095800000,129,-0.7966598,-0.7218026,-0.9241991,-0.8196997,-0.8710517,-0.4042505,-1.539145,-0.4162495,-0.06638958,-1.348411,-0.2192908,-0.2360343
,0.784629769,-0.374055525,sp|P35719|MRP8_YEAST,sp|P35719|MRP8_YEAST,P35719,Color [DarkGray],1,4,,,cell part;cytoplasm;intracellular part,,MRP8_YEAST,23,23,23,85.4,85.4,85.4,25.097,0,323.31,11575000000,453,1.134559,0.8931045,0.4069417,1.121048,0.5893408,1.292957,1.060105,0.9209986,1.059873,1.190096,1.13303,1.501559
,0.71353425,-0.363276012,sp|P36060|MCR1_YEAST,sp|P36060|MCR1_YEAST,P36060,Color [DarkGray],1,4,,"catalytic activity;cytochrome-b5 reductase activity;oxidoreductase activity;oxidoreductase activity, acting on NADH or NADPH;oxidoreductase activity, acting on NADH or NADPH, heme protein as acceptor",cell part;cytoplasmic part;integral to membrane;integral to mitochondrial membrane;integral to mitochondrial outer membrane;integral to organelle membrane;intracellular organelle part;intracellular part;intrinsic to membrane;intrinsic to mitochondrial outer membrane;intrinsic to organelle membrane;membrane;membrane part;membrane-enclosed lumen;mitochondrial intermembrane space;mitochondrial membrane;mitochondrial membrane part;mitochondrial outer membrane;mitochondrial part;organelle envelope lumen;organelle membrane;organelle outer membrane;organelle part;outer membrane,alcohol metabolic process;biosynthetic process;cellular metabolic process;cellular process;lipid metabolic process;metabolic process;primary metabolic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;small molecule metabolic process,MCR1_YEAST,23,23,23,79.5,79.5,79.5,34.137,0,323.31,6619200000,275,0.301522,0.1056128,-0.2758521,-0.7593587,-0.003130792,-0.199959,0.1145392,0.4316488,0.6711735,0.5683126,0.3266545,0.5577952
,0.775454087,0.201124231,sp|P36139|PET10_YEAST,sp|P36139|PET10_YEAST,P36139,Color [DarkGray],1,4,,,cell part;cytoplasmic part;intracellular part;lipid particle;membrane,cellular metabolic process;cellular process;cellular respiration;generation of precursor metabolites and energy;metabolic process,PET10_YEAST,23,23,23,76.7,76.7,76.7,31.246,0,323.31,9447200000,375,0.8914901,0.5959265,0.893007,0.4744079,0.5586993,0.7476536,0.5188128,0.5841275,0.556047,0.4390249,0.6649639,0.6265954
,0.273459452,-0.099852254,sp|P38077|ATPG_YEAST,sp|P38077|ATPG_YEAST,P38077,Color [DarkGray],1,4,,"active transmembrane transporter activity;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of substances;catalytic activity;cation transmembrane transporter activity;cation-transporting ATPase activity;hydrogen ion transmembrane transporter activity;hydrogen ion transporting ATP synthase activity, rotational mechanism;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;nucleoside-triphosphatase activity;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism;pyrophosphatase activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase, central stalk;organelle part;protein complex;proton-transporting ATP synthase, central stalk",biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transmembrane transport;transport,ATPG_YEAST,23,23,23,67.8,67.8,67.8,34.35,0,323.31,10474000000,357,0.7560219,0.5264367,0.3077737,0.3349903,0.6838417,0.2722539,0.6976622,0.7537524,0.7537304,0.8140725,0.5958014,1.050334
,0.23976518,0.11460399,sp|P38998|LYS1_YEAST,sp|P38998|LYS1_YEAST,P38998,Color [DarkGray],1,4,,"binding;catalytic activity;mRNA binding;nucleic acid binding;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH group of donors;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor;RNA binding;saccharopine dehydrogenase (NAD+, L-lysine-forming) activity;saccharopine dehydrogenase activity",cell part;cytoplasm;intracellular part,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,LYS1_YEAST,23,23,23,66.8,66.8,66.8,41.464,0,323.31,2610100000,183,-0.6398658,-1.042838,-0.05769535,-0.5105753,-0.4777711,-0.7498398,-0.6524629,-0.2957602,-0.4209899,-0.4559504,-0.4456914,-0.7882215
,0.108294416,0.112712974,sp|P40510|SER33_YEAST,sp|P40510|SER33_YEAST,P40510,Color [DarkGray],1,4,,"amine binding;amino acid binding;binding;carboxylic acid binding;catalytic activity;coenzyme binding;cofactor binding;identical protein binding;NAD binding;nucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;phosphoglycerate dehydrogenase activity;protein binding",,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,SER33_YEAST,23,23,13,65.2,65.2,41.6,51.188,0,323.31,6870300000,280,0.5687708,0.1865609,-0.4849091,0.2105635,0.692762,0.4828836,0.1213284,-0.3021725,0.2291138,0.03497887,0.08804264,0.09205724
,0.428698845,-0.337568795,sp|P41835|THI6_YEAST,sp|P41835|THI6_YEAST,P41835,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;cation binding;hydroxyethylthiazole kinase activity;ion binding;kinase activity;metal ion binding;nucleotide binding;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;thiamine-phosphate diphosphorylase activity;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;transferase activity, transferring phosphorus-containing groups",cell part;cytoplasmic part;cytosol;intracellular part,biosynthetic process;cellular aromatic compound metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;small molecule metabolic process;sulfur compound metabolic process;vitamin metabolic process,THI6_YEAST,23,23,23,53,53,53,58.058,0,323.31,3741100000,196,-0.2229469,-0.7735516,-0.540594,-0.3089251,-1.254655,-0.1854809,-0.2648368,0.1250797,-0.1316594,-0.1614296,-0.6089929,-0.245574
,0.069265264,-0.02000885,sp|P54783|ALO_YEAST,sp|P54783|ALO_YEAST,P54783,Color [DarkGray],1,4,,"binding;catalytic activity;coenzyme binding;cofactor binding;D-arabinono-1,4-lactone oxidase activity;flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor;UDP-N-acetylmuramate dehydrogenase activity",cell part;cytoplasmic part;integral to membrane;integral to mitochondrial membrane;integral to mitochondrial outer membrane;integral to organelle membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;intrinsic to mitochondrial outer membrane;intrinsic to organelle membrane;membrane part;membrane-bounded organelle;mitochondrial membrane part;mitochondrial part;mitochondrion;organelle;organelle part,biosynthetic process;cellular metabolic process;cellular process;heterocycle metabolic process;metabolic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress,ALO_YEAST,23,23,23,47.9,47.9,47.9,59.493,0,178,3577700000,211,-0.4100159,-0.9904558,-0.1023667,-0.330262,-0.1806756,-0.4704456,-0.1800956,-0.1115092,-0.2920829,-0.03642663,-0.1608531,-0.4690266
,0.10507003,0.07625504,sp|Q02821|IMA1_YEAST,sp|Q02821|IMA1_YEAST,Q02821,Color [DarkGray],1,4,,protein transporter activity;substrate-specific transporter activity;transporter activity,cell part;cytoplasm;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle;perinuclear region of cytoplasm,cellular localization;cellular process;establishment of localization;localization;nuclear transport;nucleocytoplasmic transport;protein targeting;protein transport;transport,IMA1_YEAST,23,23,23,48.7,48.7,48.7,60.441,0,323.31,2684000000,178,-0.7609307,-0.2971164,-0.636622,-0.3208929,0.04571198,-1.249604,-0.6751214,-0.6167065,-0.4623474,-0.4102973,-0.4431371,-0.6795359
,0.002922415,0.002934704,sp|Q04869|YM94_YEAST,sp|Q04869|YM94_YEAST,Q04869,Color [DarkGray],1,4,,catalytic activity;oxidoreductase activity,,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,YM94_YEAST,23,23,23,73.9,73.9,73.9,38.215,0,273.37,5142100000,198,0.5041311,-1.087359,-0.5416602,0.2935774,0.3135528,0.2223257,0.1789057,-0.2277104,0.1268367,-0.009792639,-0.03852277,0.0370308
,0.590866954,-0.368860687,sp|Q06523|YP148_YEAST,sp|Q06523|YP148_YEAST,Q06523,Color [DarkGray],1,4,,,cell part;cytoplasm;intracellular part,,YP148_YEAST,23,23,23,61.8,61.8,61.8,49.279,0,323.31,2459400000,153,-0.812859,-0.6362432,-0.3999437,-0.9311029,-1.166355,-1.161046,-0.6073589,-0.6626979,-0.08553286,-0.7419046,-0.5796841,-0.7232144
,1.104090062,0.264369031,sp|Q12428|PRPD_YEAST,sp|Q12428|PRPD_YEAST,Q12428,Color [DarkGray],1,4,,"2 iron, 2 sulfur cluster binding;2-methylcitrate dehydratase activity;binding;carbon-oxygen lyase activity;catalytic activity;hydro-lyase activity;iron-sulfur cluster binding;lyase activity;metal cluster binding",,catabolic process;cellular ketone metabolic process;cellular metabolic process;cellular process;metabolic process;organic acid metabolic process;small molecule metabolic process,PRPD_YEAST,23,23,23,52.1,52.1,52.1,57.683,0,182.73,1563700000,112,-0.7157746,-0.9751813,-0.4415964,-1.02566,-0.6852362,-0.6785178,-0.9045678,-0.4549591,-0.7433131,-0.8791068,-0.9878335,-1.490543
,0.842356983,-0.553820796,sp|Q12458|YPR1_YEAST,sp|Q12458|YPR1_YEAST,Q12458,Color [DarkGray],1,4,,"alcohol dehydrogenase (NADP+) activity;alditol:NADP+ 1-oxidoreductase activity;aldo-keto reductase (NADP) activity;carbonyl reductase (NADPH) activity;catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",cell part;cytoplasm;intracellular part,alcohol metabolic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular process;metabolic process;primary metabolic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;small molecule metabolic process,YPR1_YEAST,23,23,22,72.1,72.1,68.9,34.755,0,323.31,5306200000,251,-0.9294029,-0.5157845,0.07207559,0.2321856,-0.195677,0.5170662,0.2872484,0.2102258,0.2329825,0.2110589,0.08822709,0.7339905
,0.068517072,-0.022173285,sp|P02992|EFTU_YEAST,sp|P02992|EFTU_YEAST,P02992,Color [DarkGray],1,4,,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding;translation elongation factor activity;translation factor activity, nucleic acid binding",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,biosynthetic process;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;mitochondrial translation;mitochondrion organization;organelle organization;primary metabolic process;protein metabolic process;translation;translational elongation,EFTU_YEAST,24,24,24,63.8,63.8,63.8,47.972,0,323.31,6191200000,342,0.472216,0.5175944,0.2712548,0.3388039,0.4336402,0.5763879,0.3663647,0.4327986,0.2798309,0.5028796,0.5974354,0.9285345
,0.375400947,0.081470072,sp|P08417|FUMH_YEAST,sp|P08417|FUMH_YEAST,P08417,Color [DarkGray],1,4,,carbon-oxygen lyase activity;catalytic activity;fumarate hydratase activity;hydro-lyase activity;lyase activity,cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle lumen;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;mitochondrion;organelle;organelle lumen;organelle part;protein complex;tricarboxylic acid cycle enzyme complex,catabolic process;cellular ketone metabolic process;cellular metabolic process;cellular process;cofactor metabolic process;metabolic process;organic acid metabolic process;small molecule metabolic process,FUMH_YEAST,24,24,24,57,57,57,53.151,0,323.31,11755000000,436,0.9456481,1.043217,0.6375766,1.046648,0.8110634,0.908222,0.7520857,0.9697973,0.7062521,0.8066619,0.6915402,0.8723236
,0.373425729,-0.535524627,sp|P10869|AK_YEAST,sp|P10869|AK_YEAST,P10869,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;amine binding;amino acid binding;amino acid kinase activity;aspartate kinase activity;ATP binding;binding;carboxylic acid binding;catalytic activity;kinase activity;nucleotide binding;phosphotransferase activity, carboxyl group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups",,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process;sulfur compound metabolic process,AK_YEAST,24,24,24,52.2,52.2,52.2,58.109,0,323.31,5757400000,258,-1.087867,0.5500227,0.5834268,0.610631,0.7718074,-0.806695,0.6921146,0.7279133,0.4114467,0.6042756,0.7703801,0.7683491
,1.565332421,-0.31177792,sp|P11745|RNA1_YEAST,sp|P11745|RNA1_YEAST,P11745,Color [DarkGray],1,4,,enzyme activator activity;enzyme regulator activity;GTPase activator activity;GTPase regulator activity;nucleoside-triphosphatase regulator activity,cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,"biological regulation;cellular localization;cellular process;establishment of localization;gene silencing;localization;nuclear transport;nucleobase-containing compound transport;nucleocytoplasmic transport;protein targeting;protein transport;regulation of gene expression, epigenetic;ribosomal subunit export from nucleus;transport",RNA1_YEAST,24,24,24,74.7,74.7,74.7,45.815,0,323.31,3872400000,201,-0.2003309,-1.007992,-0.1347871,0.05269054,-0.14415,0.2700838,0.1912653,-0.09878354,-0.01850577,0.1354836,0.2833062,0.7708071
,0.47986897,-0.432624691,sp|P17555|CAP_YEAST,sp|P17555|CAP_YEAST,P17555,Color [DarkGray],1,4,,actin binding;adenylate cyclase binding;binding;cytoskeletal protein binding;enzyme binding;identical protein binding;protein binding,actin cortical patch;cell cortex part;cell part;cytoplasmic part;cytoskeletal part;intracellular organelle part;intracellular part;organelle part,anatomical structure morphogenesis;biological regulation;cell morphogenesis;cellular component morphogenesis;cellular component organization;cellular process;cytoskeleton organization;developmental process;organelle organization;response to stimulus;signal transduction,CAP_YEAST,24,24,24,68.4,68.4,68.4,57.521,0,323.31,3279600000,240,-0.8410417,0.1969863,-0.7403618,0.1483601,0.3654673,-0.6556646,0.05110205,0.1084244,0.1226092,-0.01399312,-0.09177345,0.09228769
,0.37851814,-0.351526678,sp|P31412|VATC_YEAST,sp|P31412|VATC_YEAST,P31412,Color [DarkGray],1,4,,"active transmembrane transporter activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of substances;binding;catalytic activity;cation transmembrane transporter activity;cation-transporting ATPase activity;hydrogen ion transmembrane transporter activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;nucleoside-triphosphatase activity;nucleotide binding;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;fungal-type vacuole membrane;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;organelle membrane;organelle part;protein complex;proton-transporting two-sector ATPase complex, catalytic domain;proton-transporting V-type ATPase, V1 domain;vacuolar membrane;vacuolar part;vacuolar proton-transporting V-type ATPase, V1 domain",biological regulation;cellular homeostasis;cellular ion homeostasis;cellular process;establishment of localization;homeostatic process;hydrogen transport;ion transport;transmembrane transport;transport,VATC_YEAST,24,24,24,77.8,77.8,77.8,44.188,0,323.31,5487000000,276,0.3193502,0.36614,-0.8186703,0.5273342,0.3593819,-0.08421784,0.4022875,0.346833,0.2963131,0.2268004,0.2160413,0.5424867
,0.42679018,-0.147010028,sp|P33401|PGM1_YEAST,sp|P33401|PGM1_YEAST,P33401,Color [DarkGray],1,4,,"binding;catalytic activity;cation binding;intramolecular transferase activity;intramolecular transferase activity, phosphotransferases;ion binding;isomerase activity;magnesium ion binding;metal ion binding;phosphoglucomutase activity",cell part;cytoplasm;intracellular part,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;energy reserve metabolic process;generation of precursor metabolites and energy;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleotide-sugar metabolic process;oligosaccharide metabolic process;polysaccharide metabolic process;primary metabolic process;small molecule metabolic process,PGM1_YEAST,24,19,19,52.1,45.3,45.3,63.111,0,257.87,1171300000,96,-1.04702,-0.7208719,-1.106004,-0.5637945,-0.6624492,-0.8957416,-0.7658727,-0.6269719,-0.724017,-0.7838392,-0.8845532,-1.319856
,0.905440958,-0.502119,sp|P36112|MIC60_YEAST,sp|P36112|MIC60_YEAST,P36112,Color [DarkGray],1,4,,,cell part;crista junction;cytoplasmic part;intracellular organelle part;intracellular part;membrane;membrane part;mitochondrial crista;mitochondrial inner membrane;mitochondrial membrane;mitochondrial membrane part;mitochondrial part;organelle inner membrane;organelle membrane;organelle part,cellular component organization;cellular membrane organization;cellular process;establishment of localization;membrane organization;mitochondrion organization;organelle organization;protein targeting;protein transport;transmembrane transport;transport,MIC60_YEAST,24,24,24,50.7,50.7,50.7,61.081,0,323.31,3408100000,241,-0.1781719,-0.7874668,-0.943816,-0.7415794,-0.5063156,-0.2405774,0.08974361,-0.05336458,-0.3073229,-0.03374141,0.09563278,-0.09520628
